Label,Text
true,"Blusa de seda com Saia lápis e Tênis minimalista branco, combinação high-low bem executada"
true,"T-shirt básica com Saia lápis e Tênis chunky, combinação high-low bem executada"
true,"Blusa de seda com Calça skinny preta e Salto alto (scarpin), pronto para um evento formal"
true,"Sobretudo de lã com Calça de alfaiataria e Salto alto (scarpin), combinação high-low bem executada"
true,"Sobretudo de lã com Saia midi plissada e Bota over-the-knee, visual de verão leve"
true,"T-shirt básica com Calça de alfaiataria e Tênis chunky, combinação high-low bem executada"
true,"Blusa de seda com Calça de alfaiataria e Tênis minimalista branco, combinação high-low bem executada"
true,"Gola alta com Saia midi plissada e Tênis chunky, combinação high-low bem executada"
true,"T-shirt básica com Saia lápis e Tênis minimalista branco, combinação high-low bem executada"
true,"Blusa ombro a ombro com Calça de alfaiataria e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis chunky, estilo urbano moderno"
true,"Blusa ombro a ombro com Calça de alfaiataria e Salto alto (scarpin), estilo urbano moderno"
true,"Blusa de seda com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"Blusa de seda com Saia midi plissada e Salto alto (scarpin), visual de verão leve"
true,"Blusa de seda com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blazer de linho com Saia lápis e Tênis minimalista branco, combinação high-low bem executada"
true,"Regata de seda com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"Blazer de linho com Saia lápis e Tênis minimalista branco, combinação high-low bem executada"
true,"T-shirt básica com Calça de alfaiataria e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia midi plissada e Salto alto (scarpin), visual de verão leve"
true,"Sobretudo de lã com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Saia lápis e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Gola alta com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia lápis e Bota over-the-knee, visual de verão leve"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"T-shirt básica com Calça de alfaiataria e Tênis chunky, combinação high-low bem executada"
true,"Sobretudo de lã com Calça de alfaiataria e Bota over-the-knee, estilo urbano moderno"
true,"Blusa ombro a ombro com Saia midi plissada e Coturno, estilo urbano moderno"
true,"Gola alta com Saia lápis e Tênis minimalista branco, visual de verão leve"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"T-shirt básica com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia midi plissada e Bota over-the-knee, estilo urbano moderno"
true,"Blusa de seda com Calça skinny preta e Tênis minimalista branco, combinação high-low bem executada"
true,"T-shirt básica com Calça de alfaiataria e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"T-shirt básica com Saia lápis e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Gola alta com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça de alfaiataria e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia lápis e Salto alto (scarpin), visual de verão leve"
true,"Gola alta com Saia midi plissada e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Regata de seda com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"Blusa de seda com Calça de alfaiataria e Tênis minimalista branco, combinação high-low bem executada"
true,"Blusa de seda com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"Blazer de linho com Saia lápis e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia midi plissada e Tênis minimalista branco, combinação high-low bem executada"
true,"Sobretudo de lã com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blazer de linho com Saia midi plissada e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça de alfaiataria e Salto alto (scarpin), estilo urbano moderno"
true,"Gola alta com Calça de alfaiataria e Bota over-the-knee, estilo urbano moderno"
true,"Sobretudo de lã com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Regata de seda com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"Blusa ombro a ombro com Saia midi plissada e Tênis minimalista branco, estilo urbano moderno"
true,"Gola alta com Saia midi plissada e Bota over-the-knee, estilo urbano moderno"
true,"Blusa de seda com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"Blusa ombro a ombro com Saia midi plissada e Tênis chunky, estilo urbano moderno"
true,"Blusa ombro a ombro com Calça de alfaiataria e Salto alto (scarpin), estilo urbano moderno"
true,"Regata de seda com Calça de alfaiataria e Salto alto (scarpin), combinação high-low bem executada"
true,"Gola alta com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Saia lápis e Salto alto (scarpin), pronto para um evento formal"
true,"T-shirt básica com Calça de alfaiataria e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Regata de seda com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"T-shirt básica com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia lápis e Tênis minimalista branco, visual de verão leve"
true,"Gola alta com Saia midi plissada e Salto alto (scarpin), visual de verão leve"
true,"Blusa ombro a ombro com Calça de alfaiataria e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis chunky, combinação high-low bem executada"
true,"Blusa ombro a ombro com Saia midi plissada e Coturno, estilo urbano moderno"
true,"T-shirt básica com Saia lápis e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça de alfaiataria e Bota over-the-knee, estilo urbano moderno"
true,"Regata de seda com Calça skinny preta e Tênis minimalista branco, combinação high-low bem executada"
true,"Blusa de seda com Saia lápis e Salto alto (scarpin), visual de verão leve"
true,"T-shirt básica com Calça de alfaiataria e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Calça skinny preta e Salto alto (scarpin), pronto para um evento formal"
true,"Blusa de seda com Calça skinny preta e Salto alto (scarpin), visual de verão leve"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"Blusa de seda com Saia midi plissada e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"T-shirt básica com Saia lápis e Tênis minimalista branco, combinação high-low bem executada"
true,"Gola alta com Saia lápis e Bota over-the-knee, visual de verão leve"
true,"Blusa ombro a ombro com Saia midi plissada e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia lápis e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"Gola alta com Saia lápis e Tênis minimalista branco, visual de verão leve"
true,"Gola alta com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça de alfaiataria e Salto alto (scarpin), combinação high-low bem executada"
true,"Blusa ombro a ombro com Saia midi plissada e Coturno, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia midi plissada e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia lápis e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Regata de seda com Saia midi plissada e Salto alto (scarpin), combinação high-low bem executada"
true,"Gola alta com Saia midi plissada e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Saia midi plissada e Tênis minimalista branco, combinação high-low bem executada"
true,"Regata de seda com Saia midi plissada e Tênis minimalista branco, combinação high-low bem executada"
true,"Blusa de seda com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"Gola alta com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
false,"Blusa listrada com calça florida, excesso de estampas conflitantes"
false,"Terno completo com Chinelo, totalmente fora de contexto"
false,"Blusa xadrez com calça florida, excesso de estampas conflitantes"
false,"Terno completo com Tênis de corrida, totalmente fora de contexto"
false,"Camisa de seda com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa tie-dye com calça animal print, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça de poá, excesso de estampas conflitantes"
false,"Saia lápis com Chinelo, totalmente fora de contexto"
false,"Blusa listrada com calça xadrez, excesso de estampas conflitantes"
false,"Blusa florida com calça tie-dye, excesso de estampas conflitantes"
false,"Saia lápis com Tênis de corrida, totalmente fora de contexto"
false,"Blusa de poá com calça florida, excesso de estampas conflitantes"
false,"Blusa florida com calça de poá, excesso de estampas conflitantes"
false,"Vestido de festa com Tênis de corrida, totalmente fora de contexto"
false,"Vestido de festa com Camiseta de time, mistura incoerente de estilos"
false,"Terno completo com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Blazer de terno com Tênis de corrida, combinação desarmônica"
false,"Blusa florida com calça florida, excesso de estampas conflitantes"
false,"Blusa de poá com calça xadrez, excesso de estampas conflitantes"
false,"Terno completo com Chinelo, totalmente fora de contexto"
false,"Saia lápis com Bota de trilha, totalmente fora de contexto"
false,"Camisa de seda com Chinelo, totalmente fora de contexto"
false,"Sapato social com Camiseta de time, mistura incoerente de estilos"
false,"Blusa xadrez com calça animal print, excesso de estampas conflitantes"
false,"Blusa animal print com calça de poá, excesso de estampas conflitantes"
false,"Blusa animal print com calça listrada, excesso de estampas conflitantes"
false,"Terno completo com Camiseta de time, mistura incoerente de estilos"
false,"Terno completo com Boné esportivo, combinação desarmônica"
false,"Saia lápis com Camiseta de time, mistura incoerente de estilos"
false,"Blusa xadrez com calça listrada, excesso de estampas conflitantes"
false,"Sapato social com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa tie-dye com calça listrada, excesso de estampas conflitantes"
false,"Camisa de seda com Tênis de corrida, combinação desarmônica"
false,"Terno completo com Bota de trilha, totalmente fora de contexto"
false,"Blazer de terno com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Blusa de poá com calça listrada, excesso de estampas conflitantes"
false,"Blusa de poá com calça de poá, excesso de estampas conflitantes"
false,"Camisa de seda com Boné esportivo, combinação desarmônica"
false,"Camisa de seda com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Blusa xadrez com calça florida, excesso de estampas conflitantes"
false,"Saia lápis com Boné esportivo, combinação desarmônica"
false,"Blusa de poá com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa animal print com calça florida, excesso de estampas conflitantes"
false,"Saia lápis com Short jeans, mistura incoerente de estilos"
false,"Blusa de poá com calça animal print, excesso de estampas conflitantes"
false,"Terno completo com Mochila esportiva, combinação desarmônica"
false,"Blusa xadrez com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa animal print com calça xadrez, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça tie-dye, excesso de estampas conflitantes"
false,"Vestido de festa com Boné esportivo, combinação desarmônica"
false,"Blazer de terno com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa listrada com calça de poá, excesso de estampas conflitantes"
false,"Blusa animal print com calça animal print, excesso de estampas conflitantes"
false,"Blusa florida com calça xadrez, excesso de estampas conflitantes"
false,"Saia lápis com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Blusa animal print com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça xadrez, excesso de estampas conflitantes"
false,"Blusa xadrez com calça de poá, excesso de estampas conflitantes"
false,"Blusa de poá com calça florida, excesso de estampas conflitantes"
false,"Blusa listrada com calça listrada, excesso de estampas conflitantes"
false,"Vestido de festa com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Sapato social com Boné esportivo, combinação desarmônica"
false,"Terno completo com Short jeans, mistura incoerente de estilos"
false,"Saia lápis com Mochila esportiva, combinação desarmônica"
false,"Blusa listrada com calça animal print, excesso de estampas conflitantes"
false,"Camisa de seda com Mochila esportiva, combinação desarmônica"
false,"Terno completo com Tênis de corrida, totalmente fora de contexto"
false,"Camisa de seda com Camiseta de time, mistura incoerente de estilos"
false,"Blazer de terno com Tênis de corrida, combinação desarmônica"
false,"Blusa listrada com calça tie-dye, excesso de estampas conflitantes"
false,"Terno completo com Chinelo, totalmente fora de contexto"
false,"Vestido de festa com Chinelo, totalmente fora de contexto"
false,"Blusa florida com calça animal print, excesso de estampas conflitantes"
false,"Blazer de terno com Mochila esportiva, combinação desarmônica"
false,"Sapato social com Mochila esportiva, combinação desarmônica"
false,"Saia lápis com Bota de trilha, totalmente fora de contexto"
false,"Blusa tie-dye com calça animal print, excesso de estampas conflitantes"
false,"Blusa listrada com calça xadrez, excesso de estampas conflitantes"
false,"Blusa florida com calça listrada, excesso de estampas conflitantes"
false,"Blusa animal print com calça de poá, excesso de estampas conflitantes"
false,"Blusa xadrez com calça de poá, excesso de estampas conflitantes"
false,"Blusa de poá com calça animal print, excesso de estampas conflitantes"
false,"Blusa xadrez com calça animal print, excesso de estampas conflitantes"
false,"Blusa xadrez com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa florida com calça de poá, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça florida, excesso de estampas conflitantes"
false,"Terno completo com Camiseta de time, mistura incoerente de estilos"
false,"Blusa tie-dye com calça xadrez, excesso de estampas conflitantes"
false,"Blusa de poá com calça tie-dye, excesso de estampas conflitantes"
false,"Vestido de festa com Short jeans, mistura incoerente de estilos"
false,"Blusa de poá com calça xadrez, excesso de estampas conflitantes"
false,"Blusa florida com calça florida, excesso de estampas conflitantes"
false,"Sapato social com Tênis de corrida, totalmente fora de contexto"
false,"Blusa animal print com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa listrada com calça de poá, excesso de estampas conflitantes"
false,"Blazer de terno com Bota de trilha, totalmente fora de contexto"
false,"Blusa animal print com calça xadrez, excesso de estampas conflitantes"
false,"Camisa de seda com Bota de trilha, totalmente fora de contexto"
false,"Blazer de terno com Chinelo, totalmente fora de contexto"
false,"Blusa xadrez com calça xadrez, excesso de estampas conflitantes"
false,"Blusa animal print com calça listrada, excesso de estampas conflitantes"
false,"Blusa de poá com calça listrada, excesso de estampas conflitantes"
false,"Terno completo com Boné esportivo, combinação desarmônica"
false,"Blazer de terno com Camiseta de time, mistura incoerente de estilos"
false,"Blusa tie-dye com calça de poá, excesso de estampas conflitantes"
false,"Blusa florida com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa florida com calça xadrez, excesso de estampas conflitantes"
false,"Blusa listrada com calça animal print, excesso de estampas conflitantes"
false,"Vestido de festa com Bota de trilha, totalmente fora de contexto"
false,"Sapato social com Short jeans, mistura incoerente de estilos"
false,"Blazer de terno com Boné esportivo, combinação desarmônica"
false,"Vestido de festa com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa animal print com calça florida, excesso de estampas conflitantes"
false,"Terno completo com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Blusa listrada com calça florida, excesso de estampas conflitantes"
false,"Terno completo com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa tie-dye com calça listrada, excesso de estampas conflitantes"
false,"Blazer de terno com Short jeans, mistura incoerente de estilos"
false,"Blusa xadrez com calça listrada, excesso de estampas conflitantes"
false,"Blazer de terno com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Saia lápis com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa animal print com calça animal print, excesso de estampas conflitantes"
false,"Blusa de poá com calça de poá, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa listrada com calça listrada, excesso de estampas conflitantes"
false,"Sapato social com Calça de moletom desbotada, mistura incoerente de estilos"
false,"Blusa de poá com calça xadrez, excesso de estampas conflitantes"
false,"Blusa listrada com calça animal print, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça animal print, excesso de estampas conflitantes"
false,"Blusa florida com calça animal print, excesso de estampas conflitantes"
false,"Blusa xadrez com calça de poá, excesso de estampas conflitantes"
false,"Blusa florida com calça de poá, excesso de estampas conflitantes"
false,"Blusa de poá com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa florida com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa xadrez com calça animal print, excesso de estampas conflitantes"
false,"Terno completo com Short jeans, mistura incoerente de estilos"
false,"Blusa xadrez com calça florida, excesso de estampas conflitantes"
false,"Blusa listrada com calça xadrez, excesso de estampas conflitantes"
false,"Blusa de poá com calça animal print, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça de poá, excesso de estampas conflitantes"
false,"Blusa listrada com calça de poá, excesso de estampas conflitantes"
false,"Terno completo com Tênis de corrida, totalmente fora de contexto"
false,"Blusa animal print com calça florida, excesso de estampas conflitantes"
false,"Blusa animal print com calça de poá, excesso de estampas conflitantes"
false,"Camisa de seda com Chinelo, totalmente fora de contexto"
false,"Blusa animal print com calça xadrez, excesso de estampas conflitantes"
false,"Blusa florida com calça xadrez, excesso de estampas conflitantes"
false,"Blusa listrada com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa animal print com calça listrada, excesso de estampas conflitantes"
false,"Blusa de poá com calça florida, excesso de estampas conflitantes"
false,"Blusa de poá com calça listrada, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça xadrez, excesso de estampas conflitantes"
false,"Blusa xadrez com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa animal print com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa florida com calça listrada, excesso de estampas conflitantes"
false,"Blusa xadrez com calça xadrez, excesso de estampas conflitantes"
false,"Blusa listrada com calça florida, excesso de estampas conflitantes"
false,"Blusa xadrez com calça listrada, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça florida, excesso de estampas conflitantes"
false,"Blusa florida com calça animal print, excesso de estampas conflitantes"
false,"Terno completo com Mochila esportiva, combinação desarmônica"
false,"Terno completo visivelmente apertado, prejudicando o visual"
false,"Saia lápis visivelmente apertado, prejudicando o visual"
false,"Blazer de terno largo demais, prejudicando o visual"
false,"Blusa ombro a ombro largo demais, prejudicando o visual"
false,"T-shirt básica visivelmente apertado, prejudicando o visual"
false,"Regata de seda arrastando no chão, prejudicando o visual"
false,"Jaqueta de couro largo demais, prejudicando o visual"
false,"Cardigã arrastando no chão, prejudicando o visual"
false,"Calça de alfaiataria arrastando no chão, prejudicando o visual"
false,"Jaqueta jeans largo demais, prejudicando o visual"
false,"Blusa de seda visivelmente apertado, prejudicando o visual"
false,"Calça de linho visivelmente apertado, prejudicando o visual"
false,"Sobretudo de lã largo demais, prejudicando o visual"
false,"Moletom oversized visivelmente apertado, prejudicando o visual"
false,"Calça skinny preta arrastando no chão, prejudicando o visual"
false,"Blusa ombro a ombro visivelmente apertado, prejudicando o visual"
false,"Jeans slim visivelmente apertado, prejudicando o visual"
false,"Suéter de caxemira arrastando no chão, prejudicando o visual"
false,"Calça de alfaiataria visivelmente apertado, prejudicando o visual"
false,"Bermuda de sarja largo demais, prejudicando o visual"
false,"Camisa social de algodão largo demais, prejudicando o visual"
false,"Bermuda de sarja visivelmente apertado, prejudicando o visual"
false,"Jaqueta de couro visivelmente apertado, prejudicando o visual"
false,"Jeans reto visivelmente apertado, prejudicando o visual"
false,"Jeans slim arrastando no chão, prejudicando o visual"
false,"Blazer de linho largo demais, prejudicando o visual"
false,"Saia longa estampada visivelmente apertado, prejudicando o visual"
false,"Blusa de seda largo demais, prejudicando o visual"
false,"Calça cargo largo demais, prejudicando o visual"
false,"Calça cargo arrastando no chão, prejudicando o visual"
false,"Saia midi plissada visivelmente apertado, prejudicando o visual"
false,"Short jeans largo demais, prejudicando o visual"
false,"T-shirt básica largo demais, prejudicando o visual"
false,"Suéter de caxemira largo demais, prejudicando o visual"
false,"Legging de couro largo demais, prejudicando o visual"
false,"Calça skinny preta largo demais, prejudicando o visual"
false,"Calça de linho arrastando no chão, prejudicando o visual"
false,"Calça de alfaiataria largo demais, prejudicando o visual"
false,"Cardigã largo demais, prejudicando o visual"
false,"Saia lápis arrastando no chão, prejudicando o visual"
false,"Gola alta largo demais, prejudicando o visual"
false,"Cropped top largo demais, prejudicando o visual"
false,"Regata de seda largo demais, prejudicando o visual"
false,"Blazer de terno arrastando no chão, prejudicando o visual"
false,"Calça wide leg visivelmente apertado, prejudicando o visual"
false,"Regata de seda visivelmente apertado, prejudicando o visual"
false,"Short jeans visivelmente apertado, prejudicando o visual"
false,"Gola alta visivelmente apertado, prejudicando o visual"
false,"Terno completo largo demais, prejudicando o visual"
false,"Blazer de terno visivelmente apertado, prejudicando o visual"
false,"Moletom oversized largo demais, prejudicando o visual"
false,"Cropped top visivelmente apertado, prejudicando o visual"
false,"Blazer de linho visivelmente apertado, prejudicando o visual"
false,"Saia midi plissada largo demais, prejudicando o visual"
false,"Camisa social de algodão visivelmente apertado, prejudicando o visual"
false,"Calça wide leg arrastando no chão, prejudicando o visual"
false,"Saia longa estampada largo demais, prejudicando o visual"
false,"Blazer de linho arrastando no chão, prejudicando o visual"
false,"Calça skinny preta visivelmente apertado, prejudicando o visual"
false,"T-shirt básica arrastando no chão, prejudicando o visual"
false,"Jeans reto arrastando no chão, prejudicando o visual"
false,"Cropped top arrastando no chão, prejudicando o visual"
false,"Gola alta arrastando no chão, prejudicando o visual"
false,"Legging de couro visivelmente apertado, prejudicando o visual"
false,"Legging de couro arrastando no chão, prejudicando o visual"
false,"Short jeans arrastando no chão, prejudicando o visual"
false,"Jeans slim largo demais, prejudicando o visual"
false,"Saia lápis largo demais, prejudicando o visual"
false,"Cardigã visivelmente apertado, prejudicando o visual"
false,"Jaqueta jeans visivelmente apertado, prejudicando o visual"
false,"Jeans reto largo demais, prejudicando o visual"
false,"Jaqueta jeans arrastando no chão, prejudicando o visual"
false,"Blusa de seda arrastando no chão, prejudicando o visual"
false,"Sobretudo de lã arrastando no chão, prejudicando o visual"
false,"Suéter de caxemira visivelmente apertado, prejudicando o visual"
false,"Sobretudo de lã visivelmente apertado, prejudicando o visual"
false,"Calça cargo visivelmente apertado, prejudicando o visual"
false,"Bermuda de sarja arrastando no chão, prejudicando o visual"
false,"Saia midi plissada arrastando no chão, prejudicando o visual"
false,"Calça de linho largo demais, prejudicando o visual"
false,"Jaqueta de couro arrastando no chão, prejudicando o visual"
false,"Calça wide leg largo demais, prejudicando o visual"
false,"Blusa ombro a ombro arrastando no chão, prejudicando o visual"
false,"Camisa social de algodão arrastando no chão, prejudicando o visual"
false,"Moletom oversized arrastando no chão, prejudicando o visual"
false,"Saia longa estampada arrastando no chão, prejudicando o visual"
false,"Vestido de festa com Tênis de corrida, totalmente fora de contexto"
false,"Terno completo com Tênis de corrida, totalmente fora de contexto"
false,"Camisa de seda com Chinelo, totalmente fora de contexto"
false,"Terno completo com Chinelo, totalmente fora de contexto"
false,"Blazer de terno com Tênis de corrida, combinação desarmônica"
false,"Blusa florida com calça listrada, excesso de estampas conflitantes"
false,"Saia lápis com Bota de trilha, totalmente fora de contexto"
false,"Terno completo com Mochila esportiva, combinação desarmônica"
false,"Blusa tie-dye com calça xadrez, excesso de estampas conflitantes"
false,"Terno completo com Bermuda de praia, mistura incoerente de estilos"
false,"Blusa animal print com calça xadrez, excesso de estampas conflitantes"
false,"Blusa xadrez com calça animal print, excesso de estampas conflitantes"
false,"Blusa listrada com calça xadrez, excesso de estampas conflitantes"
false,"Blusa animal print com calça listrada, excesso de estampas conflitantes"
false,"Blusa florida com calça de poá, excesso de estampas conflitantes"
false,"Blusa de poá com calça animal print, excesso de estampas conflitantes"
false,"Camisa de seda com Bota de trilha, totalmente fora de contexto"
false,"Blusa de poá com calça listrada, excesso de estampas conflitantes"
false,"Blusa de poá com calça de poá, excesso de estampas conflitantes"
false,"Blusa listrada com calça de poá, excesso de estampas conflitantes"
false,"Blusa animal print com calça de poá, excesso de estampas conflitantes"
false,"Saia lápis com Chinelo, totalmente fora de contexto"
false,"Terno completo com Boné esportivo, combinação desarmônica"
false,"Blusa tie-dye com calça de poá, excesso de estampas conflitantes"
false,"Blusa xadrez com calça listrada, excesso de estampas conflitantes"
false,"Terno completo com Short jeans, mistura incoerente de estilos"
false,"Terno completo com Chinelo, totalmente fora de contexto"
false,"Blusa florida com calça animal print, excesso de estampas conflitantes"
false,"Blusa xadrez com calça de poá, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça animal print, excesso de estampas conflitantes"
false,"Blusa xadrez com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa listrada com calça florida, excesso de estampas conflitantes"
false,"Blusa xadrez com calça xadrez, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça florida, excesso de estampas conflitantes"
false,"Blusa florida com calça xadrez, excesso de estampas conflitantes"
false,"Blusa de poá com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa listrada com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa animal print com calça animal print, excesso de estampas conflitantes"
false,"Blusa florida com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa de poá com calça florida, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça listrada, excesso de estampas conflitantes"
false,"Blusa xadrez com calça florida, excesso de estampas conflitantes"
false,"Blusa florida com calça florida, excesso de estampas conflitantes"
false,"Blusa animal print com calça florida, excesso de estampas conflitantes"
false,"Blusa tie-dye com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa de poá com calça xadrez, excesso de estampas conflitantes"
false,"Blusa animal print com calça tie-dye, excesso de estampas conflitantes"
false,"Blusa listrada com calça animal print, excesso de estampas conflitantes"
false,"Blusa listrada com calça listrada, excesso de estampas conflitantes"
false,"Camisa de seda largo demais, prejudicando o visual"
false,"T-shirt básica visivelmente apertado, prejudicando o visual"
false,"Calça skinny preta largo demais, prejudicando o visual"
false,"Blusa ombro a ombro visivelmente apertado, prejudicando o visual"
false,"Moletom oversized largo demais, prejudicando o visual"
false,"Regata de seda visivelmente apertado, prejudicando o visual"
false,"Blazer de terno visivelmente apertado, prejudicando o visual"
false,"Gola alta largo demais, prejudicando o visual"
false,"Bermuda de sarja largo demais, prejudicando o visual"
false,"Calça de alfaiataria visivelmente apertado, prejudicando o visual"
false,"Cardigã visivelmente apertado, prejudicando o visual"
false,"Calça de alfaiataria largo demais, prejudicando o visual"
false,"Jaqueta de couro largo demais, prejudicando o visual"
false,"Jaqueta jeans largo demais, prejudicando o visual"
false,"Blusa de seda visivelmente apertado, prejudicando o visual"
false,"Jaqueta jeans visivelmente apertado, prejudicando o visual"
false,"Terno completo visivelmente apertado, prejudicando o visual"
false,"Sobretudo de lã largo demais, prejudicando o visual"
false,"Camisa social de algodão largo demais, prejudicando o visual"
false,"Legging de couro largo demais, prejudicando o visual"
false,"Calça de linho visivelmente apertado, prejudicando o visual"
false,"Blazer de linho largo demais, prejudicando o visual"
